ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
ENSG00000001617	6.45953008380223	1.50082306326082	0.498590509962853	3.01013162760085	0.0026113449526643	0.0160347111283091	TRUE
ENSG00000002919	145.183247333074	-1.0481842877943	0.195700910104292	-5.35605218818709	8.50599497238819e-08	2.33510152464026e-06	TRUE
ENSG00000004455	258.995947461362	1.36435951106497	0.210570939809993	6.4793342913134	9.21281846076901e-11	5.29704848842257e-09	TRUE
ENSG00000004799	29.430596152843	-2.1610190114687	0.493055858870591	-4.38290910165594	1.17104982085102e-05	0.000172242784025709	TRUE
ENSG00000004864	124.011585961299	1.30350823299135	0.254004183294006	5.13183765750251	2.86926930429874e-07	6.73070819399266e-06	TRUE
ENSG00000006327	100.246511865576	3.24059042861762	0.41013958107592	7.90118920031217	2.76254946062274e-15	5.28225155005586e-13	TRUE
ENSG00000006831	277.113032332028	1.2330450564321	0.174943484775587	7.04824794140701	1.81184588480009e-12	1.6104861475488e-10	TRUE
ENSG00000007350	56.0360572959806	1.00198418502457	0.3087065294753	3.24574989303794	0.00117141704267271	0.00823547749025655	TRUE
ENSG00000008056	3.54835485349415	3.2637139592157	0.825357436166167	3.9543036946221	7.67578626391084e-05	0.000844152514793286	TRUE
ENSG00000008118	50.0367604790687	3.80806407421266	0.596140483366634	6.38786356649873	1.68219315386299e-10	9.03986412487679e-09	TRUE
ENSG00000008128	21.1525774392799	-1.00197228306366	0.355441207456099	-2.81895363296451	0.00481804773445319	0.0264534146729043	TRUE
ENSG00000008256	80.5914803356237	2.14299229817923	0.256919444843581	8.34110590377438	7.35989433959621e-17	2.017101708672e-14	TRUE
ENSG00000008394	3.60309095607999	1.3282250531331	0.509360945569359	2.60763033500423	0.00911713544015384	0.044068834561402	TRUE
ENSG00000008405	62.2025689016435	1.21760515049965	0.221595804438992	5.49471211146002	3.91348298449459e-08	1.16582090936647e-06	TRUE
ENSG00000008441	3.00007622197314	2.28060858504209	0.806863184087511	2.82651213987567	0.00470579602999728	0.0259671509789514	TRUE
ENSG00000008952	326.448170184373	1.01837816161861	0.253352223149278	4.0196140730866	5.82935518368111e-05	0.000670019511797584	TRUE
ENSG00000013297	9.48781026969643	5.15333987163473	0.912814292852077	5.64555124956817	1.64652811719951e-08	5.4042930856744e-07	TRUE
ENSG00000013563	100.171217331067	1.31871575463372	0.212423775562143	6.20794800932224	5.36809027146577e-10	2.58864740246285e-08	TRUE
ENSG00000013588	3.28714978432056	2.40879694970401	0.86067636058097	2.79872558377	0.00513047185433611	0.0277518023594418	TRUE
