ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
ENSG00000000419	72.0346368148476	-0.225870937844447	0.217759324290516	-1.03725036151889	0.299619192893293	0.64527495107834	FALSE
ENSG00000000457	47.9145311553571	-0.363220547975089	0.210611844354762	-1.72459696693633	0.0846001304329227	0.346364493128012	FALSE
ENSG00000000460	13.9343148818314	0.352572208866693	0.340513176542488	1.03541428982764	0.300475475038803	0.646093551500323	FALSE
ENSG00000000938	3650.33783555044	-0.157704931168002	0.139110069871012	-1.13367013124379	0.256932943093726	0.604573902949461	FALSE
ENSG00000001036	13.0012118879334	-0.392505122895296	0.392994057706294	-0.998755872254527	0.317912967382067	0.663079455420844	FALSE
ENSG00000001084	17.8228830648121	0.098518665565157	0.28634610488578	0.344054498678984	0.7308053010266	0.912074955252382	FALSE
ENSG00000001167	445.275859089267	0.0187493072337822	0.114756257829952	0.1633837455868	0.87021630006102	0.962026850168665	FALSE
ENSG00000001461	15.6050179765448	-0.637991997907084	0.345480974347064	-1.84667766181002	0.0647938710712998	0.298334030685821	FALSE
ENSG00000001497	11.108828314228	-0.0449419080244687	0.389337800646314	-0.115431658446376	0.908102986858885	0.974483374747507	FALSE
ENSG00000001561	6.82905220340912	-0.478374573738298	0.451897016778955	-1.05859201538454	0.289785624836729	0.637351423524128	FALSE
ENSG00000001617	6.45953008380223	0.365477251238203	0.431991372059338	0.846029052608026	0.397536537217165	0.729456352450547	FALSE
ENSG00000001629	88.8416352571409	-0.0828679359513691	0.133322915779685	-0.621558082995333	0.534232490793322	0.818776376848162	FALSE
ENSG00000001630	4.36698427070055	0.630439172004692	0.787852254788578	0.800199743254999	0.423595078546026	0.748555740796414	FALSE
ENSG00000001631	42.5057213538161	0.103758762243826	0.229239425513061	0.452621803651808	0.650821095682187	0.877950967606722	FALSE
ENSG00000002016	5.47987586072756	0.1306529806915	0.550509080358444	0.237331200071088	0.812399859269693	0.943420099008488	FALSE
ENSG00000002330	30.6637295354679	-0.153833193809679	0.233055871189426	-0.660070021083676	0.509208895918487	0.803941696399079	FALSE
ENSG00000002549	75.4596688580291	-0.528117034282056	0.227196204036333	-2.324497614395	0.0200988392767526	0.143058820636909	FALSE
ENSG00000002586	28.9697782576851	-0.16386599019245	0.339287370508101	-0.482971087155563	0.629116265602109	0.867298473696945	FALSE
ENSG00000002726	3.78806914017519	0.282258147422311	0.849301547623156	0.332341496624178	0.739631409080687	0.915711208542189	FALSE
ENSG00000002822	59.876699827809	0.169706465189712	0.275062917405699	0.616973261209931	0.537252362523277	0.820513239924684	FALSE
ENSG00000002834	2050.40212603474	-0.00818719179265638	0.100845607779775	-0.0811854078021466	0.935294504093795	0.983892180385839	FALSE
ENSG00000002919	145.183247333074	0.074714010529807	0.195702368187478	0.381773665907981	0.702629253468739	0.900970642431231	FALSE
ENSG00000002933	5.49689513524735	0.14889099323413	0.577240260641369	0.257935912281478	0.796456368381912	0.937824233475106	FALSE
ENSG00000003056	101.286623838206	0.455911570346057	0.223582727738495	2.03911802560749	0.0414382495988127	0.227798134847644	FALSE
ENSG00000003137	7.08205478891883	0.149644073527161	0.613750091197766	0.243819228173348	0.807370827742088	0.941602722945913	FALSE
ENSG00000003147	8.65295852848118	0.264280442130598	0.350844226118878	0.753270033980981	0.451287662086438	0.768108364648959	FALSE
